ISO3 Country Code,Country Name,Population,Tier,Grid Expenditure ($m/yr),Grid CO2 Emissions (t/yr),Offgrid Type,Lighting Type Description,Offgrid Expenditure ($m/yr),Offgrid Capital Costs ($m),Offgrid CO2 Emissions (t/yr),Nonsolid Expenditure ($m/yr),Nonsolid CO2 Emissions (t/yr),Solid Type,Cooking Type Description,Solid Expenditure ($m/yr),Solid Capital Costs ($m),Solid CO2_Emissions (t/yr),Info
#country+code,#country+name,#population+num,#indicator+tier,#indicator+value+grid+expenditure,#indicator+value+grid+co2_emissions,#indicator+type+offgrid,#indicator+text+lighting,#indicator+value+offgrid+expenditure,#indicator+value+offgrid+capital_costs,#indicator+value+offgrid+co2_emissions,#indicator+value+nonsolid+expenditure,#indicator+value+nonsolid+co2_emissions,#indicator+type+solid,#indicator+text+cooking,#indicator+value+solid+expenditure,#indicator+value+solid+capital_costs,#indicator+value+solid+co2_emissions,#meta+info
ARE,United Arab Emirates,63,Target 3,0.005047225720180735,10.094451440361471,7,,0.0,0.0,0.0,0.002275292127392781,3.7415914983792398,8,,0.00016761689876437978,5.0614496069408926e-05,0.14866250459715402,ur(145)=0.274
ARG,Argentina,179,Baseline,0.0031993803273743402,4.939843225465981,1,Torch dependent,0.00011094657209610751,4.881090013134751e-06,0.032308773975613984,0.005612391878376859,9.229266644441944,1,Firewood dependent,0.0001730820838109632,2.6616365090526323e-06,4.750103078192637,elac(005)=393
ARG,Argentina,179,Target 1,0.0031993803273743402,4.939843225465981,1,Solar dependent,2.817730083253724e-05,0.00014409205270597174,0.0684928575490218,0.005612391878376859,9.229266644441944,1,Firewood dependent,6.987260728487556e-05,8.988415734011436e-05,1.848730509995433,elac(005)=393
ARG,Argentina,179,Target 2,0.0031993803273743402,4.939843225465981,3,Solar dependent,5.380503952084259e-06,0.0005808179287022019,0.020547857264706544,0.005612391878376859,9.229266644441944,7,LPG II,0.00014474039104789494,8.949261791897918e-05,2.034201994801875,elac(005)=393
ARG,Argentina,179,Target 3,0.0031993803273743402,4.939843225465981,7,,3.025558744389486e-05,0.001667787289225658,0.11554447274882422,0.005612391878376859,9.229266644441944,8,,0.00047416396209916145,0.00014318108837975657,0.420544722608549,elac(005)=393
ARM,Armenia,1930,Baseline,0.027239389375267563,17.106336527668027,1,Torch dependent,0.0,0.0,0.0,0.021260949665996037,34.96245056186015,1,Firewood dependent,0.018290253074762747,0.0002812654219992533,501.96176009899517,
ARM,Armenia,1930,Target 1,0.027239389375267563,17.106336527668027,1,Solar dependent,0.0,0.0,0.0,0.021260949665996037,34.96245056186015,1,Firewood dependent,0.007383708597070497,0.009498406472607723,195.36250171209156,
ARM,Armenia,1930,Target 2,0.027239389375267563,17.106336527668027,3,Solar dependent,0.0,0.0,0.0,0.021260949665996037,34.96245056186015,7,LPG II,0.015295276808069247,0.0094570309879612,214.9619906977156,
ARM,Armenia,1930,Target 3,0.027239389375267563,17.106336527668027,7,,0.0,0.0,0.0,0.021260949665996037,34.96245056186015,8,,0.0501067393849839,0.015130499265573557,44.44058701169307,
AUS,Australia,2218,Baseline,0.13047037210596005,419.07083520434367,1,Torch dependent,0.0,0.0,0.0,0.04072653604389297,66.97252593884622,1,Firewood dependent,0.002144388674054665,3.29761640187818e-05,58.851078154302286,ur(001)=0.531
AUS,Australia,2218,Target 1,0.13047037210596005,419.07083520434367,1,Solar dependent,0.0,0.0,0.0,0.04072653604389297,66.97252593884622,1,Firewood dependent,0.000865681902998131,0.001113613637721179,22.9047205795335,ur(001)=0.531
AUS,Australia,2218,Target 2,0.13047037210596005,419.07083520434367,3,Solar dependent,0.0,0.0,0.0,0.04072653604389297,66.97252593884622,7,LPG II,0.0017932512043264952,0.0011087626867640297,25.202606892327267,ur(001)=0.531
